Reduc.:Si Powder-Reduc.,,Silicon,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps
5.65999984741211,-32.6961479187012,,,
5.67000007629395,-32.2277946472168,,,
5.67999982833862,-31.78493309021,,,
5.69000005722046,-31.3667869567871,,,
5.69999980926514,-30.9725685119629,,,
5.71000003814697,-30.6014957427979,,,
5.71999979019165,-30.2527847290039,,,
5.73000001907349,-29.9256553649902,,,
5.73999977111816,-29.6193237304688,,,
5.75,-29.3330039978027,,,
5.76000022888184,-29.0659141540527,,,
5.76999998092651,-28.8172740936279,,,
5.78000020980835,-28.5862979888916,,,
5.78999996185303,-28.3722019195557,,,
5.80000019073486,-28.1742057800293,,,
5.80999994277954,-27.9915237426758,,,
5.82000017166138,-27.8233737945557,,,
5.82999992370605,-27.6689739227295,,,
5.84000015258789,-27.5275402069092,,,
5.84999990463257,-27.3982887268066,,,
5.8600001335144,-27.2804355621338,,,
5.86999988555908,-27.1732006072998,,,
5.88000011444092,-27.0757999420166,,,
5.8899998664856,-26.9874496459961,,,
5.90000009536743,-26.9073657989502,,,
5.90999984741211,-26.8347682952881,,,
5.92000007629395,-26.7688694000244,,,
5.92999982833862,-26.708890914917,,,
5.94000005722046,-26.6540470123291,,,
5.94999980926514,-26.6035556793213,,,
5.96000003814697,-26.5566329956055,,,
5.96999979019165,-26.5124950408936,,,
5.98000001907349,-26.4703617095947,,,
5.98999977111816,-26.4294471740723,,,
6,-26.3889694213867,,,
6.01000022888184,-26.3481464385986,,,
6.01999998092651,-26.3061923980713,,,
6.03000020980835,-26.2623271942139,,,
6.03999996185303,-26.2157649993896,,,
6.05000019073486,-26.1657257080078,,,
6.05999994277954,-26.1114234924316,,,
6.07000017166138,-26.0520763397217,,,
6.07999992370605,-25.9869022369385,,,
6.09000015258789,-25.9151153564453,,,
6.09999990463257,-25.8359355926514,,,
6.1100001335144,-25.7485790252686,,,
6.11999988555908,-25.6522617340088,,,
6.13000011444092,-25.5462017059326,,,
6.1399998664856,-25.429615020752,,,
6.15000009536743,-25.3017177581787,,,
6.15999984741211,-25.1617279052734,,,
6.17000007629395,-25.0088634490967,,,
6.17999982833862,-24.8423404693604,,,
6.19000005722046,-24.6613750457764,,,
6.19999980926514,-24.4651851654053,,,
6.21000003814697,-24.252986907959,,,
6.21999979019165,-24.0239963531494,,,
