Cu_50% CW{1},
2θ - °,Intensity - cps
0,2266.66674804688
0.00999999977648258,2050
0.0199999995529652,1933.33337402344
0.0299999993294477,1850
0.0399999991059303,1650
0.0500000007450581,1883.33337402344
0.0599999986588955,1750
0.0700000002980232,1483.33337402344
0.0799999982118607,1383.33337402344
0.0900000035762787,1300
0.100000001490116,1166.66662597656
0.109999999403954,883.333312988281
0.119999997317791,850
0.129999995231628,833.333312988281
0.140000000596046,766.666687011719
0.150000005960464,550
0.159999996423721,500
0.170000001788139,466.666656494141
0.180000007152557,450
0.189999997615814,433.333343505859
0.200000002980232,383.333343505859
0.209999993443489,316.666656494141
0.219999998807907,233.33332824707
0.230000004172325,216.66667175293
0.239999994635582,233.33332824707
0.25,216.66667175293
0.259999990463257,183.33332824707
0.270000010728836,183.33332824707
0.280000001192093,216.66667175293
0.28999999165535,133.33332824707
0.300000011920929,216.66667175293
0.310000002384186,166.66667175293
0.319999992847443,216.66667175293
0.330000013113022,183.33332824707
0.340000003576279,133.33332824707
0.349999994039536,183.33332824707
0.360000014305115,216.66667175293
0.370000004768372,150
0.379999995231628,183.33332824707
0.389999985694885,166.66667175293
0.400000005960464,116.666664123535
0.409999996423721,150
0.419999986886978,150
0.430000007152557,100
0.439999997615814,83.3333358764648
0.449999988079071,116.666664123535
0.46000000834465,133.33332824707
0.469999998807907,116.666664123535
0.479999989271164,100
0.490000009536743,183.33332824707
0.5,116.666664123535
0.509999990463257,166.66667175293
0.519999980926514,133.33332824707
0.529999971389771,150
0.540000021457672,150
0.550000011920929,166.66667175293
0.560000002384186,133.33332824707
0.569999992847443,100
0.579999983310699,133.33332824707
0.589999973773956,150
0.600000023841858,200
0.610000014305115,200
0.620000004768372,166.66667175293
0.629999995231628,183.33332824707
0.639999985694885,150
0.649999976158142,133.33332824707
0.660000026226044,200
0.670000016689301,150
0.680000007152557,100
0.689999997615814,133.33332824707
0.699999988079071,133.33332824707
0.709999978542328,83.3333358764648
0.720000028610229,66.6666641235352
0.730000019073486,150
0.740000009536743,200
0.75,116.666664123535
0.759999990463257,83.3333358764648
0.769999980926514,116.666664123535
0.779999971389771,116.666664123535
0.790000021457672,116.666664123535
0.800000011920929,16.6666660308838
0.810000002384186,50
0.819999992847443,66.6666641235352
0.829999983310699,50
0.839999973773956,66.6666641235352
0.850000023841858,116.666664123535
0.860000014305115,150
0.870000004768372,133.33332824707
0.879999995231628,183.33332824707
0.889999985694885,166.66667175293
0.899999976158142,116.666664123535
0.910000026226044,133.33332824707
0.920000016689301,133.33332824707
0.930000007152557,216.66667175293
0.939999997615814,166.66667175293
0.949999988079071,133.33332824707
0.959999978542328,166.66667175293
0.970000028610229,133.33332824707
0.980000019073486,100
0.990000009536743,116.666664123535
1,66.6666641235352
1.00999999046326,100
1.01999998092651,116.666664123535
1.02999997138977,83.3333358764648
1.03999996185303,116.666664123535
1.04999995231628,166.66667175293
1.05999994277954,133.33332824707
1.07000005245209,116.666664123535
1.08000004291534,100
1.0900000333786,116.666664123535
1.10000002384186,100
1.11000001430511,100
1.12000000476837,83.3333358764648
1.12999999523163,33.3333320617676
1.13999998569489,50
1.14999997615814,83.3333358764648
1.1599999666214,116.666664123535
1.16999995708466,66.6666641235352
1.17999994754791,83.3333358764648
1.19000005722046,83.3333358764648
1.20000004768372,66.6666641235352
1.21000003814697,66.6666641235352
1.22000002861023,50
1.23000001907349,100
1.24000000953674,83.3333358764648
1.25,83.3333358764648
1.25999999046326,66.6666641235352
1.26999998092651,33.3333320617676
1.27999997138977,50
1.28999996185303,66.6666641235352
1.29999995231628,66.6666641235352
1.30999994277954,83.3333358764648
1.32000005245209,100
1.33000004291534,66.6666641235352
1.3400000333786,50
1.35000002384186,50
1.36000001430511,50
1.37000000476837,50
1.37999999523163,100
1.38999998569489,83.3333358764648
1.39999997615814,66.6666641235352
1.4099999666214,50
1.41999995708466,33.3333320617676
1.42999994754791,100
1.44000005722046,100
1.45000004768372,83.3333358764648
1.46000003814697,50
1.47000002861023,50
1.48000001907349,66.6666641235352
1.49000000953674,66.6666641235352
1.5,50
1.50999999046326,16.6666660308838
1.51999998092651,100
1.52999997138977,66.6666641235352
1.53999996185303,66.6666641235352
1.54999995231628,50
1.55999994277954,50
1.57000005245209,116.666664123535
1.58000004291534,100
1.5900000333786,66.6666641235352
1.60000002384186,16.6666660308838
1.61000001430511,66.6666641235352
