Si Wafer,,Si,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps
1.8400000333786,14533.3330078125,,,
1.85000002384186,14800,,,
1.86000001430511,14800,,,
1.87000000476837,14616.6669921875,,,
1.87999999523163,14366.6669921875,,,
1.88999998569489,14216.6669921875,,,
1.89999997615814,14450,,,
1.9099999666214,13916.6669921875,,,
1.91999995708466,13050,,,
1.92999994754791,13533.3330078125,,,
1.94000005722046,13783.3330078125,,,
1.95000004768372,12950,,,
1.96000003814697,12983.3330078125,,,
1.97000002861023,12966.6669921875,,,
1.98000001907349,12766.6669921875,,,
1.99000000953674,12516.6669921875,,,
2,12916.6669921875,,,
2.00999999046326,13133.3330078125,,,
2.01999998092651,13300,,,
2.02999997138977,12966.6669921875,,,
2.03999996185303,12200,,,
2.04999995231628,11900,,,
2.05999994277954,12033.3330078125,,,
2.0699999332428,12333.3330078125,,,
2.07999992370605,12500,,,
2.08999991416931,12800,,,
2.09999990463257,12633.3330078125,,,
2.10999989509583,12400,,,
2.11999988555908,11600,,,
2.13000011444092,11366.6669921875,,,
2.14000010490417,11433.3330078125,,,
2.15000009536743,11400,,,
2.16000008583069,10800,,,
2.17000007629395,10483.3330078125,,,
2.1800000667572,10933.3330078125,,,
2.19000005722046,11616.6669921875,,,
2.20000004768372,10633.3330078125,,,
2.21000003814697,10516.6669921875,,,
2.22000002861023,10666.6669921875,,,
2.23000001907349,10766.6669921875,,,
2.24000000953674,10566.6669921875,,,
2.25,10166.6669921875,,,
2.25999999046326,10216.6669921875,,,
2.26999998092651,10550,,,
2.27999997138977,10216.6669921875,,,
2.28999996185303,10466.6669921875,,,
2.29999995231628,10533.3330078125,,,
2.30999994277954,10050,,,
2.3199999332428,9816.6669921875,,,
2.32999992370605,9783.3330078125,,,
2.33999991416931,10083.3330078125,,,
2.34999990463257,9633.3330078125,,,
2.35999989509583,8950,,,
2.36999988555908,9300,,,
2.38000011444092,9500,,,
2.39000010490417,9666.6669921875,,,
2.40000009536743,9000,,,
2.41000008583069,8783.3330078125,,,
2.42000007629395,8500,,,
2.4300000667572,8700,,,
2.44000005722046,8883.3330078125,,,
2.45000004768372,8650,,,
2.46000003814697,8183.33349609375,,,
2.47000002861023,8183.33349609375,,,
2.48000001907349,7733.33349609375,,,
2.49000000953674,7966.66650390625,,,
2.5,7850,,,
2.50999999046326,7683.33349609375,,,
2.51999998092651,7466.66650390625,,,
2.52999997138977,7183.33349609375,,,
2.53999996185303,7600,,,
2.54999995231628,7433.33349609375,,,
2.55999994277954,7133.33349609375,,,
2.5699999332428,6866.66650390625,,,
2.57999992370605,6450,,,
2.58999991416931,6300,,,
2.59999990463257,6350,,,
2.60999989509583,6600,,,
2.61999988555908,5983.33349609375,,,
2.63000011444092,6066.66650390625,,,
2.64000010490417,5400,,,
2.65000009536743,5800,,,
2.66000008583069,5816.66650390625,,,
2.67000007629395,5600,,,
2.6800000667572,5800,,,
2.69000005722046,5500,,,
2.70000004768372,5416.66650390625,,,
2.71000003814697,4950,,,
2.72000002861023,4866.66650390625,,,
2.73000001907349,4866.66650390625,,,
2.74000000953674,4750,,,
2.75,4900,,,
2.75999999046326,4650,,,
2.76999998092651,4600,,,
2.77999997138977,4583.33349609375,,,
2.78999996185303,4483.33349609375,,,
2.79999995231628,4250,,,
2.80999994277954,3983.33325195313,,,
2.8199999332428,4433.33349609375,,,
2.82999992370605,4283.33349609375,,,
2.83999991416931,4516.66650390625,,,
2.84999990463257,4316.66650390625,,,
2.85999989509583,4450,,,
2.86999988555908,4483.33349609375,,,
2.88000011444092,3983.33325195313,,,
2.89000010490417,4116.66650390625,,,
2.90000009536743,4500,,,
2.91000008583069,4233.33349609375,,,
2.92000007629395,4183.33349609375,,,
2.9300000667572,4150,,,
2.94000005722046,4066.66674804688,,,
2.95000004768372,4200,,,
2.96000003814697,4033.33325195313,,,
2.97000002861023,4100,,,
2.98000001907349,4483.33349609375,,,
2.99000000953674,4283.33349609375,,,
3,4166.66650390625,,,
3.00999999046326,3850,,,
3.01999998092651,3983.33325195313,,,
3.02999997138977,4416.66650390625,,,
3.03999996185303,4300,,,
3.04999995231628,4200,,,
3.05999994277954,4300,,,
3.0699999332428,4233.33349609375,,,
3.07999992370605,4166.66650390625,,,
3.08999991416931,3933.33325195313,,,
3.09999990463257,4016.66674804688,,,
3.10999989509583,4300,,,
3.11999988555908,4166.66650390625,,,
3.13000011444092,4283.33349609375,,,
3.14000010490417,4050,,,
3.15000009536743,3900,,,
3.16000008583069,4116.66650390625,,,
3.17000007629395,4116.66650390625,,,
3.1800000667572,4083.33325195313,,,
3.19000005722046,4116.66650390625,,,
3.20000004768372,4466.66650390625,,,
3.21000003814697,4500,,,
3.22000002861023,4283.33349609375,,,
3.23000001907349,4133.33349609375,,,
3.24000000953674,4216.66650390625,,,
3.25,4366.66650390625,,,
3.25999999046326,3916.66674804688,,,
3.26999998092651,4050,,,
3.27999997138977,3866.66674804688,,,
3.28999996185303,3766.66674804688,,,
3.29999995231628,4100,,,
3.30999994277954,4283.33349609375,,,
3.3199999332428,4150,,,
3.32999992370605,4200,,,
3.33999991416931,4116.66650390625,,,
3.34999990463257,4016.66674804688,,,
3.35999989509583,3816.66674804688,,,
3.36999988555908,3816.66674804688,,,
3.38000011444092,3966.66674804688,,,
3.39000010490417,4100,,,
3.40000009536743,4650,,,
3.41000008583069,4400,,,
3.42000007629395,4000,,,
3.4300000667572,3800,,,
3.44000005722046,4150,,,
3.45000004768372,4000,,,
3.46000003814697,4066.66674804688,,,
3.47000002861023,3816.66674804688,,,
3.48000001907349,4050,,,
3.49000000953674,4066.66674804688,,,
3.5,4083.33325195313,,,
3.50999999046326,3850,,,
3.51999998092651,3650,,,
3.52999997138977,4350,,,
3.53999996185303,4216.66650390625,,,
