Time,Step,P_N2O_tank,P_N2O_tank_psi,P_N2O_inj,P_fu_tank,P_fu_tank_psi,P_fu_inj,gam0,MW,R,c*,╢D1,Pc_raw,dP/dt,Pc,Pc_psi,ΔP_ox,ΔP_ox (psi),ΔP_fu,ΔP_fu (psi),Me,Pe,Pe_psi,rho_o,m_dot_o,Q_o,µ_o,v_o_line,Re_o,cgd_o,dwc_o,Q_o_gpm,dP_o_Cv,dP_o_line,dP_o_total,dP_o_total_psi,rho_f,m_dot_f,Q_f,v_f_line,Re_f,cgd_f,dwc_f,Q_f_gpm,dP_f_Cv,dP_f_line,dP_f_total,dP_f_total_psi,m_dot,m_oxgen,m_ox,m_fgen,m_f,MR,T0,Te,ve,╢D1,╢D2,F_raw,dF/dt,F,F_lbf,J,J_deliv,Status,N2O Status
0,0.001,5864,850,5864,5760,835,5760,1.2,29,287,500,1,0,0,0,0,5864,850,5760,835,0.5,0,0,727,2.77,0.004,5.94E-05,9.2,2578332,9.918,0.01,60.43,0,1370,1370,0.2,789,0.789,0.001,8.9,67332,7.239,0.019,15.85,0,194393,194393,28.2,3.559,0.0028,31.1169,0.00079,8.50886,3.51,500,488,205,1,1,729,0,729,164,0.7,0,Burning,Liquid
0.001,0.001,5864,850,5864,5760,835,5760,1.2,29,287,1000,0.75,2744,2743588,206,30,5658,821,5555,806,1,2.1,0.3,727,2.745,0.004,5.94E-05,9.1,2555511,9.924,0.01,59.89,0,1344,134,0,,0.782,0.001,8.9,66725,7.123,0.02,15.71,0,197189,19719,2.9,3.527,0.0027,31.1142,0.00078,8.50807,3.51,1000,909,560,0.75,1500,1974,1244472,548,123,0.5,1,Burning,Liquid
0.002,0.001,5864,850,5863,5760,835,5740,1.169,23.5,354,1548,1,4208,4002280,842,122,5022,728,4899,711,2.82,24,3.5,732,2.659,0.004,6.02E-05,8.7,2443413,9.889,0.01,57.57,0,1260,252,0,,0.755,0.001,8.5,64409,7.106,0.02,15.16,0,184591,36918,5.4,3.414,0.0027,31.1114,0.00075,8.50729,3.52,1214,726,1469,0.752,1500,4572,4024157,413,93,0.4,1,Burning,Liquid
0.003,0.001,5863,850,5863,5760,835,5723,1.188,23.6,352,1552,1,4086,3243954,1226,178,4637,673,4497,652,2.82,36,5.2,732,2.566,0.004,6.02E-05,8.4,2357735,9.864,0.01,55.55,0,1180,354,0.1,,0.726,0.001,8.2,61952,7.075,0.02,14.59,0,172301,51690,7.5,3.292,0.0026,31.1088,0.00073,8.50653,3.53,1218,697,1447,0.754,1500,4387,3973418,312,70,0.3,2,Burning,Liquid
0.004,0.001,5863,850,5863,5760,835,5708,1.191,23.6,352,1553,1,3941,2715153,1576,229,4287,622,4132,599,2.82,46.5,6.7,732,2.472,0.003,6.02E-05,8.1,2271069,9.837,0.01,53.51,0,1100,440,0.1,,0.697,0.001,7.9,59489,7.044,0.02,14.01,0,160279,64112,9.3,3.169,0.0025,31.1062,0.0007,8.50581,3.55,1223,696,1446,0.756,1500,4264,3951058,237,53,0.2,2,Burning,Liquid
0.005,0.001,5863,850,5863,5760,835,5696,1.195,23.7,352,1553,1,3795,2218425,1897,275,3965,575,3798,551,2.82,56.3,8.2,732,2.379,0.003,6.02E-05,7.8,2186009,9.809,0.01,51.5,0,1025,513,0.1,,0.669,0.001,7.6,57082,7.012,0.02,13.44,0,148914,74457,10.8,3.048,0.0024,31.1037,0.00067,8.50511,3.56,1225,690,1442,0.76,1500,4130,3892737,182,41,0.2,2,Burning,Liquid
0.006,0.001,5863,850,5862,5760,835,5685,1.197,23.7,351,1554,1,3651,1753431,2190,318,3672,533,3495,507,2.82,65.1,9.4,732,2.29,0.003,6.02E-05,7.5,2103879,9.781,0.01,49.57,0,955,573,0.1,,0.642,0.001,7.3,54763,6.98,0.021,12.89,0,138315,82989,12,2.932,0.0023,31.1013,0.00064,8.50444,3.57,1228,689,1442,0.765,1500,4010,3828220,140,31,0.1,2,Burning,Liquid
0.007,0.001,5863,850,5862,5759,835,5676,1.199,23.7,351,1554,1,3512,1321265,2458,357,3404,494,3218,467,2.82,73.4,10.6,732,2.204,0.003,6.02E-05,7.2,2025235,9.753,0.011,47.72,0,890,623,0.1,,0.616,0.001,7,52545,6.948,0.021,12.37,0,128505,89953,13,2.82,0.0022,31.099,0.00062,8.5038,3.58,1229,686,1440,0.771,1500,3887,3747275,109,25,0.1,3,Burning,Liquid
0.008,0.001,5863,850,5862,5759,835,5669,1.201,23.7,351,1554,1,3379,920284,2703,392,3159,458,2967,430,2.93,65.6,9.5,732,2.123,0.003,6.02E-05,7,1950269,9.725,0.011,45.95,0,830,664,0.1,,0.591,0.001,6.7,50432,6.917,0.021,11.87,0,119458,95567,13.9,2.714,0.0021,31.0968,0.00059,8.50318,3.59,1230,661,1470,0.779,1500,3776,3667247,86,19,0.1,3,Burning,Liquid
0.009,0.001,5863,850,5862,5759,835,5664,1.202,23.7,351,1554,1,3251,548579,2926,424,2936,426,2737,397,2.93,71.2,10.3,732,2.045,0.003,6.02E-05,6.7,1878994,9.698,0.011,44.27,0,775,698,0.1,,0.568,0.001,6.4,48424,6.886,0.021,11.4,0,111132,100019,14.5,2.613,0.002,31.0947,0.00057,8.50259,3.6,1231,660,1469,0.79,1500,3657,3570856,69,16,0.1,3,Burning,Liquid
0.01,0.001,5862,850,5862,5759,835,5659,1.202,23.7,351,1554,1,3130,204071,3028,439,2885,418,2684,389,2.93,73.8,10.7,732,1.998,0.003,6.02E-05,6.6,1835457,9.681,0.011,43.24,0,742,742,0.1,,0.553,0.001,6.3,47193,6.867,0.021,11.11,0,106117,106117,15.4,2.551,0.002,31.0927,0.00055,8.50203,3.61,1232,659,1468,0.804,1500,3580,3510293,1473,331,1.5,3,Burning,Liquid
0.011,0.001,5862,850,5862,5759,835,5653,1.203,23.7,351,1554,1,3056,28181,3042,441,2852,414,2647,384,2.93,74.2,10.8,732,1.968,0.003,6.02E-05,6.5,1808599,9.671,0.011,42.61,0,722,722,0.1,,0.544,0.001,6.2,46419,6.855,0.021,10.93,0,103024,103024,14.9,2.512,0.002,31.0907,0.00054,8.50147,3.62,1232,658,1467,1,1500,3524,2050609,2499,562,2.5,4,Burning,Liquid
0.012,0.001,5862,850,5861,5759,835,5656,1.203,23.7,351,1554,1,3011,-31802,3026,439,2843,412,2638,383,2.93,73.8,10.7,732,1.952,0.003,6.02E-05,6.4,1793853,9.665,0.011,42.26,0,711,711,0.1,,0.539,0.001,6.1,45993,6.849,0.021,10.83,0,101334,101334,14.7,2.491,0.002,31.0887,0.00054,8.50093,3.62,1232,658,1467,1,1500,3492,992935,2995,673,3,7,Burning,Liquid
0.013,0.001,5862,850,5861,5759,835,5657,1.203,23.7,351,1554,0.995,2985,-41109,2998,435,2853,414,2649,384,2.93,73.2,10.6,732,1.946,0.003,6.02E-05,6.4,1788028,9.663,0.011,42.13,0,707,707,0.1,,0.537,0.001,6.1,45826,6.846,0.021,10.79,0,100666,100666,14.6,2.483,0.0019,31.0868,0.00054,8.50039,3.62,1231,658,1467,1,1500,3475,479624,3235,727,3.2,10,Burning,Liquid
0.014,0.001,5862,850,5861,5759,835,5658,1.202,23.7,351,1554,0.991,2975,-22908,2973,431,2871,416,2667,387,2.93,72.4,10.5,732,1.946,0.003,6.02E-05,6.4,1787860,9.663,0.011,42.12,0,707,707,0.1,,0.537,0.001,6.1,45820,6.847,0.021,10.79,0,100637,100637,14.6,2.483,0.0019,31.0848,0.00054,8.49985,3.62,1231,659,1468,1,1500,3473,238381,3354,754,3.4,13,Burning,Liquid
0.015,0.1,5862,850,5861,5758,835,5658,1.202,23.7,351,1554,0.992,2975,2189,2961,429,2900,421,2697,391,2.93,72.1,10.5,732,1.951,0.003,6.02E-05,6.4,1792277,9.665,0.011,42.23,0,710,710,0.1,,0.538,0.001,6.1,45945,6.849,0.021,10.82,0,101115,101115,14.7,2.489,0.1951,31.0829,0.05385,8.49931,3.62,1231,659,1468,1,1,3481,126792,3417,768,341.7,16,Burning,Liquid
0.115,0.1,5862,850,5861,5758,835,5657,1.202,23.7,351,1554,0.996,2982,212,2966,430,2895,420,2691,390,2.93,72.3,10.5,732,1.952,0.003,6.02E-05,6.4,1793721,9.666,0.011,42.26,0,711,711,0.1,,0.539,0.001,6.1,45984,6.849,0.021,10.83,0,101274,101274,14.7,2.491,0.1952,30.8878,0.05389,8.44547,3.62,1231,659,1468,1,1,3484,669,3451,776,345.1,358,Burning,Liquid
0.215,0.1,5851,849,5850,5747,834,5646,1.202,23.7,351,1554,1,2985,188,2975,432,2875,417,2671,387,2.93,72.5,10.5,732,1.95,0.003,6.02E-05,6.4,1791270,9.665,0.011,42.2,0,709,709,0.1,,0.538,0.001,6.1,45915,6.848,0.021,10.81,0,101011,101011,14.7,2.488,0.195,30.6926,0.05381,8.39157,3.62,1231,659,1468,1,1,3481,296,3466,779,346.6,703,Burning,Liquid
0.315,0.1,5840,847,5839,5736,832,5635,1.202,23.7,351,1554,1,2981,52,2978,432,2861,415,2657,385,2.93,72.6,10.5,732,1.946,0.003,6.02E-05,6.4,1787918,9.663,0.011,42.12,0,707,707,0.1,,0.537,0.001,6.1,45823,6.846,0.021,10.79,0,100653,100653,14.6,2.483,0.1946,30.4976,0.0537,8.33776,3.62,1231,659,1468,1,1,3474,83,3470,780,347,1050,Burning,Liquid
0.415,0.1,5829,845,5828,5725,830,5625,1.202,23.7,351,1554,1,2975,-30,2977,432,2851,414,2648,384,2.93,72.5,10.5,732,1.943,0.003,6.02E-05,6.4,1784759,9.662,0.011,42.05,0,704,704,0.1,,0.536,0.001,6.1,45738,6.845,0.021,10.77,0,100320,100320,14.6,2.479,0.1943,30.303,0.0536,8.28406,3.62,1231,659,1468,1,1,3467,-24,3469,780,346.9,1397,Burning,Liquid
0.515,0.1,5818,844,5817,5714,829,5614,1.202,23.7,351,1554,0.999,2970,-68,2972,431,2845,413,2642,383,2.93,72.4,10.5,732,1.94,0.003,6.02E-05,6.4,1782114,9.661,0.011,41.99,0,703,703,0.1,,0.535,0.001,6.1,45667,6.844,0.021,10.75,0,100044,100044,14.5,2.475,0.194,30.1088,0.05352,8.23045,3.62,1231,659,1468,1,1,3462,-71,3465,779,346.5,1744,Burning,Liquid
0.615,0.1,5807,842,5806,5703,827,5603,1.202,23.7,351,1554,0.999,2965,-71,2967,430,2839,412,2637,382,2.93,72.3,10.5,732,1.937,0.003,6.02E-05,6.4,1779954,9.66,0.011,41.94,0,701,701,0.1,,0.535,0.001,6.1,45610,6.843,0.021,10.74,0,99821,99821,14.5,2.472,0.1937,29.9148,0.05346,8.17693,3.62,1231,659,1468,0.999,1,3457,-80,3458,777,345.8,2090,Burning,Liquid
0.715,0.1,5796,841,5795,5692,826,5592,1.202,23.7,351,1554,0.998,2962,-51,2961,430,2834,411,2631,382,2.93,72.1,10.5,732,1.935,0.003,6.02E-05,6.4,1777996,9.659,0.011,41.89,0,700,700,0.1,,0.534,0.001,6,45558,6.842,0.021,10.73,0,99619,99619,14.4,2.469,0.1935,29.7211,0.05339,8.12347,3.62,1231,659,1468,0.998,1,3452,-66,3452,776,345.2,2436,Burning,Liquid
0.815,0.1,5785,839,5784,5681,824,5582,1.202,23.7,351,1554,0.998,2958,-30,2957,429,2827,410,2625,381,2.93,72,10.4,738,1.937,0.003,6.10E-05,6.3,1756895,9.65,0.011,41.61,0,697,697,0.1,,0.533,0.001,6,45503,6.841,0.021,10.71,0,99408,99408,14.4,2.47,0.1937,29.5275,0.05333,8.07008,3.63,1272,680,1492,0.998,1,3510,580,3478,782,347.8,2781,Burning,Liquid
0.915,0.1,5774,837,5773,5670,822,5571,1.188,24.2,344,1562,0.999,2973,163,2963,430,2810,408,2608,378,2.82,87.1,12.6,738,1.934,0.003,6.10E-05,6.3,1754868,9.65,0.011,41.56,0,695,695,0.1,,0.532,0.001,6,45404,6.839,0.021,10.69,0,99024,99024,14.4,2.466,0.1934,29.3339,0.05321,8.01675,3.63,1272,727,1460,1,1,3505,275,3492,785,349.2,3129,Burning,Liquid
1.015,0.1,5763,836,5762,5659,821,5560,1.188,24.2,344,1566,1,2976,132,2970,431,2792,405,2591,376,2.82,87.3,12.7,738,1.93,0.003,6.10E-05,6.3,1751110,9.648,0.011,41.47,0,692,692,0.1,,0.531,0.001,6,45279,6.837,0.021,10.66,0,98542,98542,14.3,2.461,0.193,29.1405,0.05307,7.96354,3.64,1272,727,1460,1,1,3498,67,3495,786,349.5,3478,Burning,Liquid
1.115,0.1,5752,834,5751,5649,819,5550,1.188,24.2,344,1567,1,2973,34,2972,431,2780,403,2578,374,2.82,87.3,12.7,738,1.926,0.003,6.10E-05,6.3,1747252,9.646,0.011,41.38,0,690,690,0.1,,0.529,0.001,6,45163,6.835,0.021,10.63,0,98096,98096,14.2,2.455,0.1926,28.9475,0.05293,7.91047,3.64,1272,727,1460,1,1,3491,-44,3493,785,349.3,3828,Burning,Liquid
1.215,0.1,5741,833,5740,5638,818,5540,1.188,24.2,344,1568,1,2968,-33,2970,431,2770,402,2570,373,2.82,87.3,12.7,738,1.922,0.003,6.10E-05,6.3,1743870,9.645,0.011,41.3,0,687,687,0.1,,0.528,0.001,6,45067,6.834,0.021,10.61,0,97724,97724,14.2,2.45,0.1922,28.7549,0.05282,7.85754,3.64,1272,727,1460,0.999,1,3483,-94,3487,784,348.7,4177,Burning,Liquid
1.315,0.1,5730,831,5729,5627,816,5529,1.188,24.2,344,1569,0.999,2963,-66,2966,430,2764,401,2563,372,2.82,87.2,12.6,738,1.919,0.003,6.10E-05,6.3,1741119,9.644,0.011,41.24,0,685,685,0.1,,0.527,0.001,6,44991,6.832,0.021,10.59,0,97430,97430,14.1,2.446,0.1919,28.5627,0.05273,7.80472,3.64,1272,727,1460,0.998,1,3477,-99,3479,782,347.9,4526,Burning,Liquid
1.415,0.1,5719,830,5719,5616,815,5518,1.188,24.2,344,1569,0.999,2959,-68,2960,429,2758,400,2558,371,2.82,87,12.6,743,1.92,0.003,6.17E-05,6.2,1720721,9.634,0.011,40.96,0,682,682,0.1,,0.527,0.001,6,44931,6.831,0.021,10.58,0,97197,97197,14.1,2.447,0.192,28.3707,0.05266,7.75199,3.65,1272,727,1460,0.998,1,3477,-25,3474,781,347.4,4874,Burning,Liquid
1.515,0.1,5708,828,5708,5605,813,5508,1.188,24.2,344,1569,0.998,2960,-8,2957,429,2751,399,2551,370,2.82,86.9,12.6,743,1.919,0.003,6.17E-05,6.2,1719948,9.635,0.011,40.95,0,682,682,0.1,,0.526,0.001,6,44868,6.83,0.021,10.56,0,96956,96956,14.1,2.445,0.1919,28.1787,0.05259,7.69933,3.65,1272,727,1460,0.999,1,3474,-1,3471,780,347.1,5221,Burning,Liquid
1.615,0.1,5698,826,5697,5594,811,5497,1.188,24.2,344,1569,0.999,2958,5,2956,429,2741,398,2541,369,2.82,86.9,12.6,743,1.917,0.003,6.17E-05,6.2,1718070,9.634,0.011,40.9,0,680,680,0.1,,0.525,0.001,5.9,44795,6.829,0.021,10.55,0,96678,96678,14,2.442,0.1917,27.9868,0.0525,7.64674,3.65,1272,727,1460,0.999,1,3470,-19,3469,780,346.9,5568,Burning,Liquid
1.715,0.1,5687,825,5686,5583,810,5487,1.188,24.2,344,1569,1,2954,-17,2954,428,2732,396,2532,367,2.82,86.8,12.6,743,1.914,0.003,6.17E-05,6.2,1715667,9.633,0.011,40.84,0,678,678,0.1,,0.524,0.001,5.9,44719,6.828,0.021,10.53,0,96387,96387,14,2.439,0.1914,27.7951,0.05241,7.59424,3.65,1272,727,1460,0.999,1,3464,-50,3466,779,346.6,5915,Burning,Liquid
1.815,0.1,5676,823,5675,5572,808,5476,1.188,24.2,344,1569,0.999,2950,-45,2951,428,2724,395,2525,366,2.82,86.7,12.6,743,1.912,0.003,6.17E-05,6.2,1713236,9.632,0.011,40.79,0,677,677,0.1,,0.523,0.001,5.9,44648,6.827,0.021,10.51,0,96114,96114,13.9,2.435,0.1912,27.6036,0.05233,7.54183,3.65,1272,727,1460,0.999,1,3459,-69,3460,778,346,6262,Burning,Liquid
1.915,0.1,5665,822,5664,5562,807,5466,1.188,24.2,344,1569,0.999,2946,-58,2947,427,2717,394,2519,365,2.82,86.6,12.6,743,1.909,0.003,6.17E-05,6.2,1711008,9.631,0.011,40.73,0,675,675,0.1,,0.523,0.001,5.9,44585,6.826,0.021,10.5,0,95873,95873,13.9,2.432,0.1909,27.4125,0.05225,7.4895,3.65,1272,727,1460,0.998,1,3453,-69,3454,777,345.4,6608,Burning,Liquid
2.015,0.1,5654,820,5654,5551,805,5455,1.188,24.2,344,1569,0.999,2942,-53,2942,427,2711,393,2513,364,2.82,86.5,12.5,743,1.907,0.003,6.17E-05,6.2,1708953,9.63,0.011,40.68,0,674,674,0.1,,0.522,0.001,5.9,44528,6.825,0.021,10.48,0,95656,95656,13.9,2.429,0.1907,27.2215,0.05219,7.43725,3.65,1272,727,1460,0.998,1,3448,-58,3448,775,344.8,6953,Burning,Liquid
2.115,0.1,5643,819,5643,5540,804,5444,1.188,24.2,344,1569,0.998,2938,-40,2938,426,2705,392,2507,364,2.82,86.3,12.5,748,1.908,0.003,6.25E-05,6.1,1689480,9.621,0.011,40.43,0,671,671,0.1,,0.521,0.001,5.9,44472,6.824,0.021,10.47,0,95443,95443,13.8,2.429,0.1908,27.0309,0.05212,7.38506,3.66,1272,727,1460,0.998,1,3448,0,3445,775,344.5,7298,Burning,Liquid
2.215,0.1,5633,817,5632,5529,802,5434,1.188,24.2,344,1569,0.998,2939,8,2936,426,2696,391,2498,362,2.82,86.3,12.5,748,1.907,0.003,6.25E-05,6.1,1688526,9.621,0.011,40.4,0,670,670,0.1,,0.52,0.001,5.9,44406,6.822,0.021,10.46,0,95190,95190,13.8,2.427,0.1907,26.8401,0.05204,7.33294,3.66,1272,727,1460,0.999,1,3445,0,3444,774,344.4,7642,Burning,Liquid
2.315,0.1,5622,815,5621,5518,800,5423,1.188,24.2,344,1569,0.999,2936,4,2935,426,2686,390,2488,361,2.82,86.3,12.5,748,1.905,0.003,6.25E-05,6.1,1686471,9.62,0.011,40.35,0,669,669,0.1,,0.52,0.001,5.9,44329,6.821,0.021,10.44,0,94898,94898,13.8,2.424,0.1905,26.6494,0.05195,7.2809,3.67,1272,727,1460,1,1,3441,-32,3441,774,344.1,7987,Burning,Liquid
2.415,0.1,5611,814,5610,5508,799,5413,1.188,24.2,344,1569,1,2932,-28,2933,425,2677,388,2479,360,2.82,86.2,12.5,748,1.902,0.003,6.25E-05,6.1,1684028,9.619,0.011,40.3,0,667,667,0.1,,0.519,0.001,5.9,44251,6.82,0.022,10.42,0,94604,94604,13.7,2.42,0.1902,26.4589,0.05186,7.22894,3.67,1272,727,1460,0.999,1,3435,-64,3437,773,343.7,8331,Burning,Liquid
2.515,0.1,5600,812,5600,5497,797,5402,1.188,24.2,344,1569,0.999,2928,-55,2930,425,2670,387,2472,359,2.82,86.1,12.5,748,1.899,0.003,6.25E-05,6.1,1681684,9.618,0.011,40.24,0,665,665,0.1,,0.518,0.001,5.9,44182,6.819,0.022,10.4,0,94341,94341,13.7,2.417,0.1899,26.2687,0.05178,7.17708,3.67,1272,727,1460,0.999,1,3429,-75,3431,771,343.1,8675,Burning,Liquid
2.615,0.1,5590,811,5589,5486,796,5392,1.188,24.2,344,1569,0.999,2924,-60,2925,424,2664,386,2467,358,2.82,86,12.5,748,1.897,0.003,6.25E-05,6.1,1679581,9.617,0.011,40.19,0,664,664,0.1,,0.517,0.001,5.9,44122,6.818,0.022,10.39,0,94114,94114,13.7,2.414,0.1897,26.0788,0.05171,7.1253,3.67,1272,727,1460,0.998,1,3424,-67,3425,770,342.5,9018,Burning,Liquid
2.715,0.1,5579,809,5578,5475,794,5381,1.188,24.2,344,1569,0.998,2920,-49,2920,424,2658,386,2461,357,2.82,85.8,12.4,753,1.898,0.003,6.32E-05,6.1,1660871,9.608,0.011,39.94,0,661,661,0.1,,0.516,0.001,5.8,44067,6.817,0.022,10.38,0,93905,93905,13.6,2.414,0.1898,25.8891,0.05165,7.07359,3.67,1272,727,1460,0.998,1,3424,-7,3421,769,342.1,9360,Burning,Liquid
2.815,0.1,5568,808,5567,5465,793,5371,1.188,24.2,344,1569,0.998,2920,3,2918,423,2650,384,2453,356,2.82,85.8,12.4,753,1.897,0.003,6.32E-05,6.1,1659961,9.608,0.011,39.92,0,660,660,0.1,,0.516,0.001,5.8,44003,6.815,0.022,10.36,0,93662,93662,13.6,2.412,0.1897,25.6994,0.05157,7.02194,3.68,1272,727,1460,0.999,1,3421,-1,3419,769,341.9,9702,Burning,Liquid
2.915,0.1,5557,806,5557,5454,791,5360,1.188,24.2,344,1569,0.999,2918,4,2917,423,2640,383,2443,354,2.82,85.7,12.4,753,1.894,0.003,6.32E-05,6,1657973,9.607,0.011,39.87,0,659,659,0.1,,0.515,0.001,5.8,43928,6.814,0.022,10.34,0,93380,93380,13.5,2.409,0.1894,25.5097,0.05148,6.97037,3.68,1272,727,1460,0.999,1,3416,-30,3417,768,341.7,10044,Burning,Liquid
3.015,0.1,5547,804,5546,5443,789,5350,1.188,24.2,344,1569,1,2914,-25,2915,423,2631,382,2435,353,2.82,85.7,12.4,753,1.892,0.003,6.32E-05,6,1655563,9.606,0.011,39.81,0,657,657,0.1,,0.514,0.001,5.8,43851,6.813,0.022,10.32,0,93091,93091,13.5,2.406,0.1892,25.3202,0.05139,6.91888,3.68,1272,727,1460,0.999,1,3411,-61,3413,767,341.3,10386,Burning,Liquid
3.115,0.1,5536,803,5535,5433,788,5339,1.188,24.2,344,1569,0.999,2910,-52,2912,422,2624,381,2428,352,2.82,85.6,12.4,753,1.889,0.003,6.32E-05,6,1653215,9.605,0.011,39.76,0,655,655,0.1,,0.513,0.001,5.8,43781,6.812,0.022,10.31,0,92827,92827,13.5,2.402,0.1889,25.1311,0.05131,6.86749,3.68,1272,727,1460,0.999,1,3405,-74,3407,766,340.7,10727,Burning,Liquid
3.215,0.1,5525,801,5525,5422,786,5329,1.188,24.2,344,1569,0.999,2906,-60,2907,422,2618,380,2422,351,2.82,85.4,12.4,753,1.887,0.003,6.32E-05,6,1651098,9.604,0.011,39.71,0,654,654,0.1,,0.512,0.001,5.8,43721,6.811,0.022,10.29,0,92599,92599,13.4,2.399,0.1887,24.9422,0.05124,6.81618,3.68,1272,727,1460,0.998,1,3400,-68,3401,764,340.1,11068,Burning,Liquid
3.315,0.1,5515,800,5514,5411,785,5319,1.188,24.2,344,1569,0.998,2902,-51,2902,421,2612,379,2416,350,2.82,85.3,12.4,753,1.884,0.003,6.32E-05,6,1649125,9.603,0.011,39.66,0,652,652,0.1,,0.512,0.001,5.8,43665,6.81,0.022,10.28,0,92390,92390,13.4,2.396,0.1884,24.7535,0.05118,6.76494,3.68,1272,727,1460,0.998,1,3395,-54,3395,763,339.5,11408,Burning,Liquid
3.415,0.1,5504,798,5503,5401,783,5308,1.188,24.2,344,1569,0.998,2899,-37,2898,420,2605,378,2410,350,2.82,85.2,12.4,758,1.885,0.002,6.39E-05,6,1631036,9.595,0.011,39.42,0,650,650,0.1,,0.511,0.001,5.8,43609,6.809,0.022,10.27,0,92181,92181,13.4,2.396,0.1885,24.5651,0.05111,6.71376,3.69,1272,727,1460,0.998,1,3395,-1,3392,763,339.2,11747,Burning,Liquid
3.515,0.1,5493,797,5493,5390,782,5298,1.188,24.2,344,1569,0.999,2899,7,2896,420,2597,377,2402,348,2.82,85.1,12.3,758,1.884,0.002,6.39E-05,6,1629976,9.595,0.011,39.39,0,649,649,0.1,,0.51,0.001,5.8,43542,6.807,0.022,10.25,0,91931,91931,13.3,2.394,0.1884,24.3766,0.05103,6.66265,3.69,1272,727,1460,0.999,1,3392,-3,3390,762,339,12087,Burning,Liquid
3.615,0.1,5483,795,5482,5379,780,5287,1.188,24.2,344,1569,0.999,2896,1,2895,420,2587,375,2392,347,2.82,85.1,12.3,758,1.881,0.002,6.39E-05,6,1627908,9.594,0.011,39.34,0,647,647,0.1,,0.509,0.001,5.8,43466,6.806,0.022,10.23,0,91644,91644,13.3,2.391,0.1881,24.1882,0.05094,6.61162,3.69,1272,727,1460,1,1,3387,-35,3388,762,338.8,12426,Burning,Liquid
3.715,0.1,5472,794,5471,5369,779,5277,1.188,24.2,344,1569,1,2892,-31,2893,420,2578,374,2384,346,2.82,85,12.3,758,1.879,0.002,6.39E-05,6,1625508,9.593,0.011,39.29,0,646,646,0.1,,0.509,0.001,5.8,43389,6.805,0.022,10.22,0,91358,91358,13.3,2.387,0.1879,24,0.05085,6.56068,3.69,1272,727,1460,0.999,1,3381,-65,3383,761,338.3,12764,Burning,Liquid
3.815,0.1,5461,792,5461,5358,777,5267,1.188,24.2,344,1569,0.999,2888,-55,2890,419,2571,373,2377,345,2.82,84.9,12.3,758,1.876,0.002,6.39E-05,6,1623223,9.592,0.011,39.23,0,644,644,0.1,,0.508,0.001,5.7,43321,6.803,0.022,10.2,0,91102,91102,13.2,2.384,0.1876,23.8122,0.05077,6.50982,3.69,1272,727,1460,0.999,1,3376,-75,3377,759,337.7,13103,Burning,Liquid
3.915,0.1,5451,791,5450,5347,776,5256,1.188,24.2,344,1569,0.999,2884,-60,2885,418,2565,372,2371,344,2.82,84.8,12.3,758,1.874,0.002,6.39E-05,5.9,1621170,9.591,0.011,39.18,0,643,643,0.1,,0.507,0.001,5.7,43262,6.802,0.022,10.19,0,90881,90881,13.2,2.381,0.1874,23.6246,0.0507,6.45905,3.7,1272,727,1460,0.998,1,3371,-66,3371,758,337.1,13440,Burning,Liquid
4.015,0.1,5440,789,5439,5337,774,5246,1.188,24.2,344,1569,0.998,2880,-48,2880,418,2560,371,2366,343,2.82,84.6,12.3,763,1.874,0.002,6.47E-05,5.9,1603714,9.582,0.011,38.95,0,640,640,0.1,,0.506,0.001,5.7,43207,6.801,0.022,10.17,0,90676,90676,13.2,2.381,0.1874,23.4372,0.05064,6.40835,3.7,1272,727,1460,0.998,1,3370,-10,3367,757,336.7,13777,Burning,Liquid
4.115,0.1,5430,787,5429,5326,772,5235,1.188,24.2,344,1569,0.998,2880,1,2878,417,2551,370,2358,342,2.82,84.6,12.3,763,1.873,0.002,6.47E-05,5.9,1602724,9.582,0.011,38.93,0,639,639,0.1,,0.506,0.001,5.7,43143,6.8,0.022,10.16,0,90438,90438,13.1,2.379,0.1873,23.2498,0.05056,6.35771,3.7,1272,727,1460,0.999,1,3367,-4,3365,757,336.5,14114,Burning,Liquid
4.215,0.1,5419,786,5418,5316,771,5225,1.188,24.2,344,1569,0.999,2878,1,2876,417,2542,369,2349,341,2.82,84.5,12.3,763,1.871,0.002,6.47E-05,5.9,1600740,9.581,0.011,38.88,0,638,638,0.1,,0.505,0.001,5.7,43068,6.799,0.022,10.14,0,90162,90162,13.1,2.376,0.1871,23.0625,0.05048,6.30714,3.71,1272,727,1460,0.999,1,3362,-32,3363,756,336.3,14451,Burning,Liquid
4.315,0.1,5408,784,5408,5305,769,5215,1.188,24.2,344,1569,1,2874,-26,2875,417,2533,367,2340,339,2.82,84.5,12.3,763,1.868,0.002,6.47E-05,5.9,1598374,9.58,0.011,38.82,0,636,636,0.1,,0.504,0.001,5.7,42993,6.798,0.022,10.12,0,89881,89881,13,2.372,0.1868,22.8754,0.05039,6.25667,3.71,1272,727,1460,0.999,1,3356,-61,3358,755,335.8,14787,Burning,Liquid
